timeToHit,endTime,lane
76.46331,76.46331,3
76.74195,76.74195,0
76.88127,76.88127,2
77.15991,77.15991,0
77.29923,77.29923,2
77.57787,77.57787,0
77.71719,77.71719,1
77.99583,77.99583,2
78.15837,78.15837,0
78.437,78.437,2
78.57632,78.57632,3
78.85497,78.85497,2
78.99429,78.99429,0
79.27293,79.27293,0
79.41225,79.41225,2
79.69089,79.69089,1
79.85342,79.85342,0
80.10884,80.10884,1
80.27139,80.27139,3
80.5268,80.5268,3
80.66612,80.66612,3
80.94476,80.94476,2
81.1073,81.1073,3
81.38594,81.38594,2
81.52526,81.52526,1
81.8039,81.8039,1
81.94322,81.94322,1
82.22186,82.22186,0
82.36118,82.36118,3
82.66304,82.66304,3
82.77914,82.77914,3
83.081,83.081,3
83.22031,83.22031,2
83.49895,83.49895,3
83.63828,83.63828,3
83.91692,83.91692,3
84.05624,84.05624,0
84.33488,84.33488,2
84.4742,84.4742,1
84.75284,84.75284,3
84.89215,84.89215,2
85.17079,85.17079,3
85.33334,85.33334,2
85.58875,85.58875,2
85.72807,85.72807,3
86.02993,86.02993,0
86.16925,86.16925,3
86.44789,86.44789,2
86.58721,86.58721,1
86.86585,86.86585,3
87.00517,87.00517,0
87.28381,87.28381,0
87.42313,87.42313,3
87.70177,87.70177,2
87.86431,87.86431,3
88.14294,88.14294,0
88.28226,88.28226,0
88.56091,88.56091,3
88.70023,88.70023,3
88.97887,88.97887,2
89.11819,89.11819,2
89.39683,89.39683,1
89.53615,89.53615,2
89.9541,89.9541,1
90.39529,90.39529,2
91.1151,91.1151,0
91.2312,91.2312,1
91.53306,91.53306,3
91.64916,91.64916,0
91.9278,91.9278,3
92.34576,92.34576,1
92.76372,92.76372,0
93.2049,93.2049,3
93.34422,93.34422,1
93.62286,93.62286,3
93.76218,93.76218,1
94.04082,94.04082,0
94.18014,94.18014,1
94.45878,94.45878,2
94.5981,94.5981,1
94.87673,94.87673,3
95.01605,95.01605,3
95.29469,95.29469,3
95.71265,95.71265,3
96.13062,96.13062,0
96.71111,96.71111,0
96.98975,96.98975,1
97.12907,97.12907,0
97.40771,97.40771,1
97.57025,97.57025,0
97.84889,97.84889,1
97.96499,97.96499,2
98.26685,98.26685,0
98.40617,98.40617,1
98.68481,98.68481,1
99.10277,99.10277,2
99.52073,99.52073,2
99.96191,99.96191,2
100.1244,100.1244,0
100.3799,100.3799,1
100.5424,100.5424,1
100.7978,100.7978,3
100.9371,100.9371,3
101.239,101.239,1
101.3783,101.3783,1
101.657,101.657,2
101.7963,101.7963,0
102.0517,102.0517,0
102.4929,102.4929,3
102.9108,102.9108,2
103.5378,103.5378,2
103.8396,103.8396,3
104.1647,104.1647,1
104.3505,104.3505,2
104.5595,104.5595,0
104.7917,104.7917,1
105.0471,105.0471,1
105.6044,105.6044,3
105.7669,105.7669,3
107.0208,107.0208,2
107.6245,107.6245,3
107.8102,107.8102,0
108.0889,108.0889,3
108.4836,108.4836,2
109.1338,109.1338,0
109.8304,109.8304,0
110.6199,110.6199,2
111.5022,111.5022,0
111.897,111.897,3
112.1524,112.1524,0
