timeToHit,endTime,lane
37.54667,37.54667,3
37.70921,37.70921,1
37.96463,37.96463,1
38.10395,38.10395,1
38.24327,38.24327,0
38.5219,38.5219,3
38.66122,38.66122,3
38.93987,38.93987,2
39.05597,39.05597,0
39.19528,39.19528,3
39.3346,39.3346,2
39.47392,39.47392,1
39.61324,39.61324,0
39.72934,39.72934,0
39.89188,39.89188,2
40.1473,40.1473,3
40.28662,40.28662,0
40.42594,40.42594,2
40.82068,40.82068,0
40.96,40.96,2
41.23864,41.23864,1
41.37796,41.37796,2
41.51728,41.51728,3
41.79592,41.79592,2
41.91202,41.91202,0
42.07456,42.07456,3
42.21388,42.21388,3
42.32998,42.32998,1
42.4693,42.4693,3
42.60862,42.60862,3
42.74794,42.74794,0
43.00336,43.00336,3
43.1659,43.1659,3
43.42131,43.42131,0
43.56063,43.56063,3
44.09469,44.09469,2
44.25723,44.25723,3
44.39655,44.39655,3
44.51265,44.51265,0
44.65197,44.65197,2
45.18603,45.18603,2
45.32535,45.32535,2
45.60399,45.60399,1
45.76653,45.76653,3
45.88263,45.88263,3
46.02195,46.02195,3
46.16127,46.16127,0
46.27737,46.27737,2
46.41669,46.41669,1
46.69533,46.69533,0
46.83465,46.83465,1
46.97397,46.97397,0
47.11329,47.11329,1
47.25261,47.25261,1
47.36871,47.36871,0
47.67057,47.67057,1
47.78667,47.78667,2
47.92599,47.92599,0
48.06531,48.06531,1
48.20462,48.20462,3
48.34394,48.34394,0
48.46004,48.46004,2
48.59937,48.59937,0
48.87801,48.87801,2
49.01732,49.01732,2
49.15664,49.15664,2
49.55138,49.55138,1
49.6907,49.6907,3
49.96934,49.96934,1
50.10866,50.10866,2
50.24798,50.24798,2
50.5034,50.5034,1
50.64272,50.64272,0
50.78204,50.78204,1
50.94458,50.94458,2
51.06068,51.06068,3
51.2,51.2,2
51.33932,51.33932,3
51.47864,51.47864,2
51.61796,51.61796,2
51.73406,51.73406,0
51.8966,51.8966,3
52.15202,52.15202,2
52.29134,52.29134,3
52.43066,52.43066,0
52.8254,52.8254,3
52.96472,52.96472,3
53.12725,53.12725,3
53.24335,53.24335,2
53.38268,53.38268,1
53.91673,53.91673,1
54.05605,54.05605,1
54.33469,54.33469,2
54.47401,54.47401,0
54.61333,54.61333,1
54.75265,54.75265,0
54.89197,54.89197,3
55.00807,55.00807,2
55.14739,55.14739,3
55.42603,55.42603,2
55.56535,55.56535,0
55.70467,55.70467,3
55.84399,55.84399,3
55.96009,55.96009,2
56.09941,56.09941,3
56.40127,56.40127,1
56.51737,56.51737,1
56.65669,56.65669,3
56.79601,56.79601,0
56.93533,56.93533,1
57.07465,57.07465,3
57.19075,57.19075,2
57.33007,57.33007,1
57.60871,57.60871,3
57.74803,57.74803,1
57.88735,57.88735,1
58.16599,58.16599,1
58.28209,58.28209,3
58.42141,58.42141,1
58.70005,58.70005,3
58.83937,58.83937,1
58.97868,58.97868,2
59.2341,59.2341,2
59.37342,59.37342,2
59.51274,59.51274,0
59.65207,59.65207,2
59.79138,59.79138,1
59.9307,59.9307,1
60.07002,60.07002,1
60.20934,60.20934,0
60.34866,60.34866,1
60.46476,60.46476,2
60.6273,60.6273,1
60.88272,60.88272,2
60.99882,60.99882,0
61.16136,61.16136,0
61.44,61.44,3
61.5561,61.5561,3
61.69542,61.69542,1
61.85796,61.85796,3
61.97406,61.97406,0
62.09016,62.09016,1
62.2527,62.2527,1
62.64744,62.64744,1
62.78676,62.78676,0
63.0654,63.0654,2
63.20472,63.20472,3
63.34404,63.34404,3
63.48336,63.48336,1
63.62268,63.62268,1
63.73878,63.73878,2
63.87809,63.87809,1
64.15674,64.15674,0
64.29605,64.29605,0
64.43537,64.43537,2
64.6908,64.6908,2
64.83012,64.83012,3
64.99265,64.99265,2
65.10875,65.10875,1
65.24807,65.24807,3
65.38739,65.38739,1
65.52671,65.52671,2
65.66603,65.66603,3
65.80535,65.80535,3
65.92145,65.92145,2
66.06077,66.06077,2
66.33941,66.33941,1
66.45551,66.45551,1
66.61805,66.61805,3
67.01279,67.01279,1
67.15211,67.15211,1
67.43075,67.43075,0
67.57007,67.57007,0
67.70939,67.70939,0
67.96481,67.96481,0
68.10413,68.10413,1
68.24345,68.24345,2
68.40598,68.40598,3
68.52209,68.52209,3
68.66141,68.66141,0
68.80073,68.80073,1
68.91682,68.91682,0
69.19547,69.19547,2
69.33479,69.33479,3
69.61343,69.61343,1
69.72952,69.72952,1
69.89207,69.89207,2
70.2868,70.2868,0
70.42612,70.42612,2
70.70477,70.70477,0
70.82086,70.82086,2
70.9834,70.9834,2
71.37814,71.37814,0
71.51746,71.51746,2
71.7961,71.7961,2
71.93542,71.93542,3
72.05152,72.05152,2
72.6088,72.6088,0
72.86422,72.86422,0
73.14286,73.14286,0
73.42149,73.42149,0
73.70013,73.70013,1
73.97878,73.97878,3
74.23419,74.23419,3
74.65215,74.65215,0
74.79147,74.79147,1
75.04689,75.04689,1
75.32553,75.32553,3
75.60417,75.60417,2
75.88281,75.88281,1
76.16145,76.16145,2
76.41687,76.41687,0
76.97415,76.97415,2
77.22957,77.22957,1
77.50821,77.50821,3
77.78685,77.78685,0
78.06549,78.06549,1
78.34412,78.34412,1
78.59955,78.59955,0
79.01751,79.01751,1
79.15682,79.15682,2
79.41225,79.41225,3
79.69089,79.69089,3
79.96952,79.96952,1
80.10884,80.10884,3
80.24816,80.24816,3
80.38748,80.38748,3
80.5268,80.5268,0
80.64291,80.64291,1
80.80544,80.80544,3
80.94476,80.94476,3
81.08408,81.08408,0
81.20018,81.20018,2
81.3395,81.3395,0
81.61814,81.61814,1
81.73424,81.73424,2
81.87356,81.87356,1
82.1522,82.1522,1
82.29152,82.29152,3
82.45406,82.45406,2
82.57016,82.57016,0
82.68626,82.68626,2
82.82558,82.82558,0
82.9649,82.9649,0
83.10422,83.10422,1
83.26675,83.26675,3
83.38286,83.38286,0
83.52218,83.52218,1
83.7776,83.7776,2
83.91692,83.91692,2
84.07945,84.07945,3
84.4742,84.4742,2
84.61352,84.61352,0
84.89215,84.89215,3
85.00826,85.00826,1
85.14758,85.14758,3
85.42622,85.42622,1
85.56554,85.56554,0
85.70485,85.70485,1
85.84417,85.84417,1
85.96027,85.96027,0
86.09959,86.09959,1
86.23891,86.23891,0
86.37823,86.37823,0
86.65687,86.65687,3
86.79619,86.79619,0
87.05161,87.05161,2
87.19093,87.19093,0
87.35347,87.35347,3
87.72499,87.72499,3
87.88753,87.88753,1
88.02685,88.02685,0
88.14294,88.14294,0
88.28226,88.28226,2
88.81633,88.81633,2
88.95564,88.95564,0
89.25751,89.25751,3
89.39683,89.39683,1
89.51292,89.51292,3
89.65224,89.65224,3
89.79156,89.79156,1
89.90766,89.90766,2
90.07021,90.07021,3
90.32562,90.32562,0
90.46494,90.46494,1
90.60426,90.60426,1
90.8829,90.8829,0
91.02222,91.02222,0
91.30087,91.30087,2
91.41696,91.41696,1
91.55628,91.55628,2
91.6956,91.6956,0
91.83492,91.83492,3
91.97424,91.97424,1
92.09034,92.09034,0
92.25288,92.25288,3
92.5083,92.5083,0
92.64762,92.64762,1
92.78694,92.78694,2
93.18168,93.18168,3
93.321,93.321,1
93.59964,93.59964,3
93.73896,93.73896,2
93.87827,93.87827,0
94.15691,94.15691,0
94.29623,94.29623,1
94.43555,94.43555,2
94.57487,94.57487,2
94.69097,94.69097,2
94.83029,94.83029,1
94.96961,94.96961,1
95.10893,95.10893,1
95.36436,95.36436,3
95.52689,95.52689,1
95.66621,95.66621,3
95.78231,95.78231,2
95.92163,95.92163,2
96.08418,96.08418,2
96.45569,96.45569,0
96.61823,96.61823,1
96.75755,96.75755,2
96.87365,96.87365,3
97.01297,97.01297,2
97.15229,97.15229,1
97.54703,97.54703,1
97.68635,97.68635,0
97.96499,97.96499,2
98.12753,98.12753,0
98.24363,98.24363,2
98.66159,98.66159,3
98.77769,98.77769,1
99.05633,99.05633,3
99.33497,99.33497,1
99.6136,99.6136,2
99.86903,99.86903,1
100.1477,100.1477,2
100.4263,100.4263,1
100.8443,100.8443,3
100.9604,100.9604,0
101.239,101.239,2
101.5176,101.5176,3
101.7731,101.7731,1
102.0517,102.0517,1
102.3303,102.3303,0
102.609,102.609,2
103.143,103.143,2
103.4217,103.4217,2
103.7003,103.7003,0
103.979,103.979,1
104.2344,104.2344,3
104.513,104.513,3
104.7917,104.7917,2
105.2096,105.2096,2
105.3257,105.3257,0
105.6044,105.6044,0
105.8598,105.8598,0
106.1384,106.1384,1
106.4171,106.4171,3
106.6957,106.6957,3
106.9511,106.9511,1
