timeToHit,endTime,lane
42.2371,42.2371,1
42.49252,42.49252,3
42.5854,42.5854,3
42.86404,42.86404,0
43.02658,43.02658,3
43.30521,43.30521,2
43.42131,43.42131,0
43.67673,43.67673,0
43.8625,43.8625,0
43.95538,43.95538,0
44.04825,44.04825,0
44.14113,44.14113,0
44.23401,44.23401,2
44.32689,44.32689,0
44.48943,44.48943,0
44.67519,44.67519,3
44.76807,44.76807,0
45.02349,45.02349,0
45.20925,45.20925,1
45.58077,45.58077,3
45.72009,45.72009,2
45.85941,45.85941,0
46.04517,46.04517,0
46.13805,46.13805,0
46.30059,46.30059,3
46.39347,46.39347,1
46.60245,46.60245,2
46.69533,46.69533,3
46.85787,46.85787,1
46.95075,46.95075,0
47.22939,47.22939,1
47.39193,47.39193,1
47.67057,47.67057,3
47.78667,47.78667,0
47.90277,47.90277,1
48.04209,48.04209,2
48.22784,48.22784,2
48.34394,48.34394,2
48.50648,48.50648,0
48.59937,48.59937,2
48.78513,48.78513,1
48.87801,48.87801,0
49.04054,49.04054,1
49.13342,49.13342,0
49.31918,49.31918,0
49.43528,49.43528,2
49.59782,49.59782,2
49.96934,49.96934,0
50.08544,50.08544,3
50.22476,50.22476,1
50.41052,50.41052,3
50.52662,50.52662,3
50.68916,50.68916,1
50.78204,50.78204,2
50.9678,50.9678,2
51.22322,51.22322,2
51.3161,51.3161,2
51.61796,51.61796,1
51.75728,51.75728,1
52.03592,52.03592,3
52.40744,52.40744,0
52.52354,52.52354,3
52.68608,52.68608,3
52.9415,52.9415,1
53.22013,53.22013,0
53.49878,53.49878,2
53.68454,53.68454,0
53.77742,53.77742,3
53.93995,53.93995,0
54.21859,54.21859,3
54.59011,54.59011,1
54.77587,54.77587,0
54.86875,54.86875,2
55.05451,55.05451,3
55.14739,55.14739,3
55.33315,55.33315,1
55.58857,55.58857,3
55.70467,55.70467,2
55.86721,55.86721,3
55.96009,55.96009,1
56.14585,56.14585,2
56.40127,56.40127,3
56.51737,56.51737,2
56.77279,56.77279,3
56.95855,56.95855,3
57.05143,57.05143,1
57.23719,57.23719,0
57.33007,57.33007,3
57.51583,57.51583,1
57.60871,57.60871,0
57.77125,57.77125,2
57.88735,57.88735,3
58.04988,58.04988,1
58.16599,58.16599,3
58.30531,58.30531,3
58.67683,58.67683,1
58.95546,58.95546,0
59.118,59.118,2
59.21088,59.21088,3
59.39664,59.39664,3
59.4663,59.4663,1
59.65207,59.65207,2
59.76816,59.76816,0
59.9307,59.9307,3
60.0468,60.0468,3
60.20934,60.20934,0
60.30222,60.30222,0
60.46476,60.46476,2
60.7434,60.7434,3
60.8595,60.8595,3
61.02204,61.02204,0
61.11492,61.11492,1
61.30068,61.30068,0
61.39356,61.39356,0
61.5561,61.5561,2
61.6722,61.6722,3
61.83474,61.83474,2
61.95084,61.95084,1
62.11338,62.11338,0
62.22948,62.22948,3
62.39202,62.39202,2
62.4849,62.4849,3
62.67066,62.67066,0
62.78676,62.78676,2
63.04218,63.04218,0
63.32082,63.32082,2
63.48336,63.48336,3
63.59946,63.59946,0
63.78522,63.78522,2
63.85487,63.85487,3
64.04063,64.04063,1
64.15674,64.15674,0
64.31927,64.31927,1
64.41216,64.41216,3
64.59792,64.59792,0
64.6908,64.6908,0
64.85333,64.85333,0
65.13197,65.13197,3
65.24807,65.24807,2
65.50349,65.50349,3
65.68925,65.68925,1
65.78214,65.78214,2
65.96789,65.96789,1
66.06077,66.06077,1
66.24653,66.24653,0
66.33941,66.33941,2
66.52517,66.52517,3
66.61805,66.61805,3
66.80381,66.80381,3
66.89669,66.89669,3
67.05923,67.05923,3
67.43075,67.43075,2
67.70939,67.70939,2
67.84871,67.84871,2
67.94159,67.94159,3
68.12735,68.12735,2
68.22023,68.22023,1
68.40598,68.40598,2
68.49886,68.49886,2
68.66141,68.66141,2
68.7775,68.7775,3
68.94005,68.94005,2
69.03293,69.03293,0
69.21868,69.21868,3
69.33479,69.33479,0
69.47411,69.47411,2
69.61343,69.61343,3
69.77596,69.77596,3
69.86884,69.86884,0
70.0546,70.0546,1
70.14748,70.14748,0
70.31002,70.31002,1
70.42612,70.42612,0
70.58866,70.58866,3
70.70477,70.70477,2
70.8673,70.8673,1
70.96018,70.96018,0
71.14594,71.14594,2
71.23882,71.23882,0
71.40136,71.40136,2
71.68,71.68,0
72.05152,72.05152,2
72.33016,72.33016,0
72.58558,72.58558,2
72.841,72.841,3
73.11964,73.11964,0
73.39828,73.39828,3
73.67692,73.67692,0
73.83945,73.83945,3
73.95556,73.95556,3
74.1181,74.1181,0
74.37351,74.37351,0
74.76826,74.76826,3
75.04689,75.04689,2
75.30231,75.30231,1
75.58096,75.58096,1
75.74349,75.74349,1
76.02213,76.02213,0
76.30077,76.30077,2
76.67229,76.67229,1
76.95093,76.95093,2
77.22957,77.22957,2
77.50821,77.50821,0
77.76363,77.76363,3
78.04227,78.04227,2
78.2048,78.2048,2
78.32091,78.32091,0
78.48344,78.48344,2
78.76208,78.76208,2
78.85497,78.85497,3
79.01751,79.01751,1
79.29614,79.29614,3
79.41225,79.41225,2
79.57478,79.57478,1
79.85342,79.85342,2
79.9463,79.9463,2
80.10884,80.10884,1
80.22495,80.22495,3
80.38748,80.38748,2
80.50359,80.50359,3
80.66612,80.66612,2
80.78222,80.78222,0
81.06086,81.06086,0
81.3395,81.3395,2
81.52526,81.52526,2
81.61814,81.61814,0
81.78068,81.78068,2
82.1522,82.1522,2
82.33796,82.33796,2
82.43084,82.43084,2
82.68626,82.68626,1
82.89524,82.89524,0
82.98812,82.98812,3
83.24354,83.24354,2
83.52218,83.52218,0
83.70794,83.70794,0
83.80082,83.80082,1
83.96336,83.96336,2
84.07945,84.07945,0
84.33488,84.33488,3
84.49741,84.49741,0
84.61352,84.61352,3
84.79927,84.79927,3
84.86893,84.86893,0
85.0547,85.0547,3
85.14758,85.14758,2
85.42622,85.42622,1
85.70485,85.70485,3
85.89061,85.89061,1
85.98349,85.98349,2
86.14603,86.14603,3
86.51755,86.51755,1
86.68009,86.68009,1
86.79619,86.79619,0
87.05161,87.05161,0
87.23737,87.23737,3
87.49279,87.49279,1
87.86431,87.86431,3
88.14294,88.14294,1
88.30549,88.30549,0
88.60735,88.60735,0
88.95564,88.95564,1
89.25751,89.25751,2
89.42004,89.42004,1
89.51292,89.51292,1
89.76834,89.76834,0
90.04698,90.04698,1
90.32562,90.32562,2
90.48817,90.48817,2
90.8829,90.8829,0
91.04544,91.04544,2
91.13832,91.13832,0
91.41696,91.41696,2
91.60272,91.60272,2
91.6956,91.6956,0
91.95102,91.95102,1
92.22966,92.22966,3
92.41542,92.41542,3
92.5083,92.5083,3
92.67084,92.67084,2
92.78694,92.78694,1
93.04236,93.04236,2
93.22812,93.22812,3
93.321,93.321,2
93.50676,93.50676,1
93.59964,93.59964,0
93.7854,93.7854,3
93.87827,93.87827,2
94.04082,94.04082,1
94.1337,94.1337,3
94.31946,94.31946,2
94.41234,94.41234,0
94.57487,94.57487,3
94.69097,94.69097,0
94.85352,94.85352,2
94.9464,94.9464,1
95.13216,95.13216,1
95.22504,95.22504,0
95.38757,95.38757,3
95.66621,95.66621,3
95.78231,95.78231,2
95.94485,95.94485,3
96.06095,96.06095,0
96.2235,96.2235,3
96.31637,96.31637,3
96.47891,96.47891,3
96.59501,96.59501,2
96.75755,96.75755,0
96.85043,96.85043,3
97.03619,97.03619,0
97.12907,97.12907,0
97.31483,97.31483,2
97.40771,97.40771,1
97.57025,97.57025,3
97.84889,97.84889,1
98.22041,98.22041,1
98.49905,98.49905,1
98.75447,98.75447,1
98.91701,98.91701,2
99.0331,99.0331,1
99.21886,99.21886,3
99.31174,99.31174,2
99.47429,99.47429,0
99.59039,99.59039,3
99.72971,99.72971,2
100.0083,100.0083,1
100.4031,100.4031,3
100.6817,100.6817,2
100.9371,100.9371,0
101.0997,101.0997,0
101.2158,101.2158,1
101.4015,101.4015,1
101.4712,101.4712,0
101.657,101.657,1
101.7731,101.7731,2
101.9124,101.9124,2
102.191,102.191,0
102.609,102.609,3
102.7947,102.7947,2
102.9108,102.9108,0
103.0734,103.0734,2
103.1663,103.1663,3
103.352,103.352,3
103.4681,103.4681,2
103.6307,103.6307,3
103.7468,103.7468,2
103.9093,103.9093,1
104.0022,104.0022,0
104.1879,104.1879,0
104.304,104.304,1
104.4666,104.4666,2
104.5827,104.5827,3
104.7452,104.7452,1
104.8613,104.8613,3
105.14,105.14,1
105.3025,105.3025,0
105.5811,105.5811,0
105.6972,105.6972,0
105.8598,105.8598,3
105.9759,105.9759,0
106.1616,106.1616,0
106.2545,106.2545,2
106.4403,106.4403,0
106.9743,106.9743,1
